 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $5,945 ",BIGFORK,MT,59911,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/10/20,First Interstate Bank,MT - 00
" $5,944 ",MALTA,MT,59538,112910,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,4,4/27/20,The First State Bank of Malta,MT - 00
" $5,940 ",BOZEMAN,MT,59715,238350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,6/30/20,Madison Valley Bank,MT - 00
" $5,940 ",BELGRADE,MT,59714,812112,Independent Contractors,Unanswered,Unanswered,Unanswered,,0,5/4/20,Celtic Bank Corporation,MT - 00
" $5,924 ",CHESTER,MT,59522,112111,Cooperative,Unanswered,Unanswered,Unanswered,,4,4/14/20,Glacier Bank,MT - 00
" $5,917 ",BILLINGS,MT,59106,812112,Sole Proprietorship,White,Female Owned,Non-Veteran,,1,4/5/20,Grasslands FCU,MT - 00
" $5,914 ",WHITEFISH,MT,59937,451110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/15/20,First Interstate Bank,MT - 00
" $5,912 ",BOZEMAN,MT,59718,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Stockman Bank of Montana,MT - 00
" $5,900 ",COLUMBUS,MT,59019,713940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,The Yellowstone Bank,MT - 00
" $5,900 ",CLYDE PARK,MT,59018,112920,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Bank of the Rockies,MT - 00
" $5,900 ",MISSOULA,MT,59801,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/5/20,TrailWest Bank,MT - 00
" $5,900 ",BOZEMAN,MT,59715,611110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/5/20,"Bank of Bridger, National Association",MT - 00
" $5,900 ",BILLINGS,MT,59106,236115,Corporation,Unanswered,Male Owned,Unanswered,,1,4/15/20,Stockman Bank of Montana,MT - 00
" $5,900 ",KALISPELL,MT,59901,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/5/20,Three Rivers Bank of Montana,MT - 00
" $5,900 ",SHEPHERD,MT,59079,339950,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1,5/22/20,The Yellowstone Bank,MT - 00
" $5,900 ",DILLON,MT,59725,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/15/20,The Bank of Commerce,MT - 00
" $5,900 ",CLINTON,MT,59825,621399,Corporation,Unanswered,Male Owned,Non-Veteran,,1,4/10/20,Glacier Bank,MT - 00
" $5,900 ",POLSON,MT,59860,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,4/29/20,Glacier Bank,MT - 00
" $5,900 ",BOZEMAN,MT,59718,453310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/11/20,Glacier Bank,MT - 00
" $5,900 ",SIDNEY,MT,59270,485310,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,1,5/7/20,The Yellowstone Bank,MT - 00
" $5,900 ",HELENA,MT,59601,423910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/27/20,Glacier Bank,MT - 00
" $5,900 ",COLUMBUS,MT,59019,238190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
" $5,900 ",MISSOULA,MT,59802,561720,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,4/29/20,Clearwater FCU,MT - 00
" $5,900 ",CHARLO,MT,59824,236115,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/29/20,Valley Bank of Ronan,MT - 00
" $5,900 ",BOZEMAN,MT,59715,541219,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,2,4/4/20,Glacier Bank,MT - 00
" $5,900 ",LIBBY,MT,59923,115310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/27/20,"First Montana Bank, Inc.",MT - 00
" $5,900 ",HAMILTON,MT,59840,332994,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,3,4/4/20,Glacier Bank,MT - 00
" $5,900 ",POLSON,MT,59860,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/29/20,Glacier Bank,MT - 00
" $5,900 ",BOULDER,MT,59632,237990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/4/20,Madison Valley Bank,MT - 00
" $5,900 ",SIDNEY,MT,59270,541211,Sole Proprietorship,White,Female Owned,Non-Veteran,,1,4/13/20,Stockman Bank of Montana,MT - 00
" $5,900 ",MISSOULA,MT,59801,721214,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Clearwater FCU,MT - 00
" $5,900 ",STEVENSVILLE,MT,59870,236115,Self-Employed Individuals,White,Male Owned,Non-Veteran,,1,4/27/20,TrailWest Bank,MT - 00
" $5,900 ",HELENA,MT,59601,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/14/20,Glacier Bank,MT - 00
" $5,900 ",HELENA,MT,59602,541620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/7/20,Opportunity Bank of Montana,MT - 00
" $5,900 ",BUTTE,MT,59701,238190,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Glacier Bank,MT - 00
" $5,900 ",HELENA,MT,59602,928110,Corporation,Unanswered,Unanswered,Unanswered,,1,4/7/20,Opportunity Bank of Montana,MT - 00
" $5,900 ",MOCCASIN,MT,59462,111140,Sole Proprietorship,White,Male Owned,Unanswered,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $5,900 ",BOZEMAN,MT,59718,523999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Rocky Mountain Bank,MT - 00
" $5,900 ",ANACONDA,MT,59711,238350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,6/17/20,Glacier Bank,MT - 00
" $5,900 ",HAMILTON,MT,59840,443142,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,1,4/14/20,TrailWest Bank,MT - 00
" $5,900 ",MISSOULA,MT,59801,562991,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,1,4/28/20,"First Montana Bank, Inc.",MT - 00
" $5,900 ",HELENA,MT,59602,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,900 ",BILLINGS,MT,59102,531210,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Beartooth Bank,MT - 00
" $5,900 ",KALISPELL,MT,59901,531320,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/20,Glacier Bank,MT - 00
" $5,900 ",PRAY,MT,59065,236115,Corporation,Unanswered,Male Owned,Unanswered,,1,4/8/20,Bank of the Rockies,MT - 00
" $5,900 ",VIRGINIA CITY,MT,59755,541921,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,4,4/28/20,Opportunity Bank of Montana,MT - 00
" $5,900 ",MISSOULA,MT,59803,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,Clearwater FCU,MT - 00
" $5,900 ",MISSOULA,MT,59802,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/20/20,Glacier Bank,MT - 00
" $5,900 ",BOZEMAN,MT,59715,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,4/28/20,Madison Valley Bank,MT - 00
" $5,900 ",BIGFORK,MT,59911,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/8/20,Freedom Bank,MT - 00
" $5,900 ",RONAN,MT,59864,115112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/9/20,Valley Bank of Ronan,MT - 00
" $5,900 ",KALISPELL,MT,59901,238290,Corporation,Unanswered,Unanswered,Unanswered,,0,4/15/20,Glacier Bank,MT - 00
" $5,900 ",KALISPELL,MT,59901,541219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,168,4/28/20,Three Rivers Bank of Montana,MT - 00
" $5,888 ",FAIRFIELD,MT,59436,511110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/6/20,Glacier Bank,MT - 00
" $5,886 ",ROUNDUP,MT,59072,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/14/20,First Security Bank of Roundup,MT - 00
" $5,885 ",GREAT FALLS,MT,59404,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,885 ",FAIRVIEW,MT,59221,484230,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,4/30/20,Merchants Bank,MT - 00
" $5,876 ",CHOTEAU,MT,59422,238140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,6/29/20,Glacier Bank,MT - 00
" $5,873 ",CONRAD,MT,59425,111140,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,870 ",CHOTEAU,MT,59422,813110,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Glacier Bank,MT - 00
" $5,868 ",MISSOULA,MT,59808,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/30/20,Celtic Bank Corporation,MT - 00
" $5,867 ",KALISPELL,MT,59901,323113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/16/20,First Interstate Bank,MT - 00
" $5,865 ",BOZEMAN,MT,59718,621210,Professional Association,Unanswered,Unanswered,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $5,862 ",BOZEMAN,MT,59718,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Montana Community Development Corp.,MT - 00
" $5,855 ",MISSOULA,MT,59802,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,854 ",BIGFORK,MT,59911,453920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/15/20,First Interstate Bank,MT - 00
" $5,853 ",WILSALL,MT,59086,541870,Sole Proprietorship,White,Female Owned,Unanswered,,1,5/21/20,The Yellowstone Bank,MT - 00
" $5,850 ",BUTTE,MT,59701,236220,Sole Proprietorship,White,Male Owned,Unanswered,,1,4/28/20,"First Montana Bank, Inc.",MT - 00
" $5,850 ",MANHATTAN,MT,59741,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"U.S. Bank, National Association",MT - 00
" $5,840 ",BOZEMAN,MT,59715,312230,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,Intuit Financing Inc.,MT - 00
" $5,837 ",FAIRFIELD,MT,59436,111199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,833 ",BOZEMAN,MT,59715,621330,Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,First Interstate Bank,MT - 00
" $5,833 ",BOZEMAN,MT,59715,561520,Corporation,Unanswered,Unanswered,Unanswered,,0,5/2/20,"Wells Fargo Bank, National Association",MT - 00
" $5,831 ",POLSON,MT,59860,722330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/6/20,Celtic Bank Corporation,MT - 00
" $5,813 ",BIG TIMBER,MT,59011,112111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $5,810 ",PLENTYWOOD,MT,59254,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/27/20,Montana Community Development Corp.,MT - 00
" $5,810 ",GARDINER,MT,59030,721191,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/20,Meridian Trust FCU,MT - 00
" $5,807 ",BUSBY,MT,59016,112111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,First Northern Bank of Wyoming,MT - 00
" $5,805 ",BOZEMAN,MT,59715,339910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/3/20,Cross River Bank,MT - 00
" $5,805 ",HAVRE,MT,59501,721110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,3,4/15/20,Independence Bank,MT - 00
" $5,802 ",PHILIPSBURG,MT,59858,511110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2,4/14/20,First Northern Bank of Wyoming,MT - 00
" $5,800 ",HAMILTON,MT,59840,811113,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Farmers State Bank,MT - 00
" $5,800 ",LOLO,MT,59847,811121,Subchapter S Corporation,White,Male Owned,Unanswered,,1,4/15/20,Clearwater FCU,MT - 01
" $5,800 ",COLUMBIA FALLS,MT,59912,423830,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Glacier Bank,MT - 00
" $5,800 ",COLUMBIA FALLS,MT,59912,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/23/20,Glacier Bank,MT - 00
" $5,800 ",KALISPELL,MT,59901,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/29/20,Glacier Bank,MT - 00
" $5,800 ",KALISPELL,MT,59901,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/29/20,Glacier Bank,MT - 00
" $5,800 ",KALISPELL,MT,59901,711510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/29/20,Glacier Bank,MT - 00
" $5,800 ",WHITEFISH,MT,59937,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $5,800 ",POLSON,MT,59860,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/7/20,Glacier Bank,MT - 00
" $5,800 ",BELGRADE,MT,59714,524210,Corporation,White,Male Owned,Non-Veteran,,2,4/27/20,Stockman Bank of Montana,MT - 00
" $5,800 ",HAMILTON,MT,59840,524210,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,5/27/20,Farmers State Bank,MT - 00
" $5,800 ",WHITEWATER,MT,59544,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/29/20,"Bank of Bridger, National Association",MT - 00
" $5,800 ",TWIN BRIDGES,MT,59754,441310,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,2,4/27/20,Opportunity Bank of Montana,MT - 00
" $5,800 ",CORVALLIS,MT,59828,811111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,4/29/20,Farmers State Bank,MT - 00
" $5,800 ",FORT SMITH,MT,59035,487210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,800 ",HELENA,MT,59601,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Glacier Bank,MT - 00
" $5,800 ",BUTTE,MT,59701,448120,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,4,4/6/20,"First Montana Bank, Inc.",MT - 00
" $5,800 ",MISSOULA,MT,59803,238330,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,800 ",BOZEMAN,MT,59715,531390,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,2,4/6/20,Stockman Bank of Montana,MT - 00
" $5,800 ",HELENA,MT,59601,541810,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,1,4/14/20,Glacier Bank,MT - 00
" $5,800 ",BILLINGS,MT,59106,812990,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,800 ",HELENA,MT,59601,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,6/16/20,Opportunity Bank of Montana,MT - 00
" $5,800 ",MISSOULA,MT,59803,446120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/14/20,Montana Community Development Corp.,MT - 00
" $5,800 ",THREE FORKS,MT,59752,327991,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/28/20,Manhattan Bank,MT - 00
" $5,800 ",BRADY,MT,59416,111140,Corporation,White,Male Owned,Unanswered,,2,5/1/20,Opportunity Bank of Montana,MT - 00
" $5,800 ",HELENA,MT,59601,621330,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,1,6/8/20,Farmers State Bank,MT - 00
" $5,800 ",PHILIPSBURG,MT,59858,491110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,Clearwater FCU,MT - 00
" $5,800 ",COLUMBIA FALLS,MT,59912,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,Freedom Bank,MT - 00
" $5,790 ",RUDYARD,MT,59540,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Independence Bank,MT - 00
" $5,788 ",SCOBEY,MT,59263,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/15/20,Independence Bank,MT - 00
" $5,787 ",LIVINGSTON,MT,59047,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/27/20,First Interstate Bank,MT - 00
" $5,784 ",HELENA,MT,59602,541611,Corporation,Unanswered,Unanswered,Unanswered,,3,4/13/20,First Interstate Bank,MT - 00
" $5,783 ",HARLOWTON,MT,59036,532490,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,4/28/20,Citizens Bank & Trust Company,MT - 00
" $5,782 ",HYSHAM,MT,59038,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5/2/20,First Interstate Bank,MT - 00
" $5,780 ",BROADUS,MT,59317,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
" $5,777 ",CUT BANK,MT,59427,624410,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,775 ",HELENA,MT,59601,487210,Partnership,Unanswered,Unanswered,Unanswered,,4,5/5/20,First Interstate Bank,MT - 00
" $5,770 ",KALISPELL,MT,59901,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/9/20,First Interstate Bank,MT - 00
" $5,760 ",PLENTYWOOD,MT,59254,111140,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,751 ",EUREKA,MT,59917,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,6/3/20,Valley Bank of Kalispell,MT - 00
" $5,750 ",STEVENSVILLE,MT,59870,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,5/11/20,Celtic Bank Corporation,MT - 00
" $5,750 ",MALTA,MT,59538,111140,Corporation,Unanswered,Unanswered,Unanswered,,2,5/11/20,The First State Bank of Malta,MT - 00
" $5,750 ",MISSOULA,MT,59802,451110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
" $5,750 ",BILLINGS,MT,59102,621340,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,2,4/6/20,Stockman Bank of Montana,MT - 00
" $5,750 ",BILLINGS,MT,59102,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/15/20,Glacier Bank,MT - 00
" $5,748 ",BILLINGS,MT,59102,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/26/20,"U.S. Bank, National Association",MT - 00
" $5,747 ",MISSOULA,MT,59802,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/20,First Interstate Bank,MT - 00
" $5,745 ",WINNETT,MT,59087,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/16/20,Glacier Bank,MT - 00
" $5,740 ",BOZEMAN,MT,59715,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/25/20,"U.S. Bank, National Association",MT - 00
" $5,735 ",BILLINGS,MT,59102,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/23/20,Montana Community Development Corp.,MT - 00
" $5,730 ",BOZEMAN,MT,59715,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/6/20,Celtic Bank Corporation,MT - 00
" $5,726 ",ANACONDA,MT,59711,448140,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/27/20,Peoples Bank of Deer Lodge,MT - 00
" $5,720 ",BIG TIMBER,MT,59011,238210,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,6/25/20,Sky FCU,MT - 00
" $5,710 ",BELT,MT,59412,621310,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2,4/7/20,Belt Valley Bank,MT - 00
" $5,707 ",CHOTEAU,MT,59422,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,706 ",MISSOULA,MT,59804,611610,Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,Montana Community Development Corp.,MT - 00
" $5,703 ",BOZEMAN,MT,59718,541219,Corporation,Unanswered,Unanswered,Unanswered,,1,6/26/20,Glacier Bank,MT - 00
" $5,703 ",BOZEMAN,MT,59718,611511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/15/20,"U.S. Bank, National Association",MT - 00
" $5,700 ",DILLON,MT,59725,445310,Subchapter S Corporation,White,Female Owned,Unanswered,,3,4/15/20,Stockman Bank of Montana,MT - 00
" $5,700 ",HELENA,MT,59601,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
" $5,700 ",WHITE SULPHUR SPRINGS,MT,59645,541611,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Bank of the Rockies,MT - 00
" $5,700 ",BOZEMAN,MT,59715,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/10/20,Glacier Bank,MT - 00
" $5,700 ",ROUNDUP,MT,59072,236115,Corporation,Unanswered,Unanswered,Unanswered,,2,4/15/20,Stockman Bank of Montana,MT - 00
" $5,700 ",COLUMBIA FALLS,MT,59912,721110,Corporation,Unanswered,Unanswered,Unanswered,,2,5/4/20,Freedom Bank,MT - 00
" $5,700 ",BELT,MT,59412,112111,Corporation,Unanswered,Unanswered,Unanswered,,1,5/5/20,First Interstate Bank,MT - 00
" $5,700 ",MANHATTAN,MT,59741,332992,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Stockman Bank of Montana,MT - 00
" $5,700 ",HAMILTON,MT,59840,624110,Non-Profit Organization,White,Female Owned,Unanswered,Y,128,4/29/20,TrailWest Bank,MT - 00
" $5,700 ",COLUMBIA FALLS,MT,59912,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $5,700 ",MISSOULA,MT,59802,624310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8,5/7/20,Clearwater FCU,MT - 00
" $5,700 ",BILLINGS,MT,59102,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/12/20,First Interstate Bank,MT - 00
" $5,700 ",PLENTYWOOD,MT,59254,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Rocky Mountain Bank,MT - 00
" $5,700 ",BOZEMAN,MT,59715,541990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,4/3/20,Stockman Bank of Montana,MT - 00
" $5,700 ",NOXON,MT,59853,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/3/20,bankcda,MT - 00
" $5,700 ",POLSON,MT,59860,541320,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1,6/26/20,Valley Bank of Ronan,MT - 00
" $5,700 ",BELT,MT,59412,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $5,700 ",COLUMBIA FALLS,MT,59912,541430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/11/20,Three Rivers Bank of Montana,MT - 00
" $5,700 ",LAUREL,MT,59044,112410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,4/27/20,The Yellowstone Bank,MT - 00
" $5,700 ",RAYMOND,MT,59256,115112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/29/20,"Bank of Bridger, National Association",MT - 00
" $5,700 ",COLUMBUS,MT,59019,337110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,1,4/27/20,The Yellowstone Bank,MT - 00
" $5,700 ",BOZEMAN,MT,59718,541890,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/13/20,Stockman Bank of Montana,MT - 00
" $5,700 ",LOLO,MT,59847,423110,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,4,4/6/20,Clearwater FCU,MT - 01
" $5,700 ",BILLINGS,MT,59102,711510,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,9,4/30/20,Glacier Bank,MT - 00
" $5,700 ",MISSOULA,MT,59804,621610,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,4/6/20,"First Montana Bank, Inc.",MT - 00
" $5,700 ",LOLO,MT,59847,811118,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/14/20,TrailWest Bank,MT - 01
" $5,700 ",POLSON,MT,59860,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,700 ",GREAT FALLS,MT,59404,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/15/20,Celtic Bank Corporation,MT - 00
" $5,700 ",LEWISTOWN,MT,59457,236118,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/28/20,Stockman Bank of Montana,MT - 00
" $5,700 ",BILLINGS,MT,59102,541613,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,1,4/30/20,The Yellowstone Bank,MT - 00
" $5,700 ",BOZEMAN,MT,59715,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/8/20,Glacier Bank,MT - 00
" $5,700 ",BOZEMAN,MT,59718,722320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/8/20,Stockman Bank of Montana,MT - 00
" $5,700 ",KALISPELL,MT,59901,611610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/8/20,Glacier Bank,MT - 00
" $5,700 ",MISSOULA,MT,59803,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/20,Glacier Bank,MT - 00
" $5,700 ",KALISPELL,MT,59901,524210,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,700 ",SAVAGE,MT,59262,112111,Sole Proprietorship,White,Male Owned,Non-Veteran,,4,4/9/20,Stockman Bank of Montana,MT - 00
" $5,687 ",MISSOULA,MT,59802,332215,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,"U.S. Bank, National Association",MT - 00
" $5,683 ",BILLINGS,MT,59102,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/29/20,First Interstate Bank,MT - 00
" $5,681 ",BELGRADE,MT,59714,,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
